Nome TFC,Qtd. Portas,Qtd. Subcircuitos,Tamanho Médio das Janelas,Maior Janela,Menor Janela
./temporarios/tfcs_reais/zakablukov/with-negative-control-lines/sorted/nth_prime11_inc-n12-gc11765-qc124408.tfc,11765,11616,1.012827134986226,2,1
./temporarios/tfcs_reais/zakablukov/with-negative-control-lines/sorted/permanent2x2-gc3-qc39.tfc,3,3,1.0,1,1
./temporarios/tfcs_reais/zakablukov/with-negative-control-lines/sorted/permanent3x3-gc30-qc1872.tfc,30,10,3.0,7,1
./temporarios/tfcs_reais/zakablukov/with-negative-control-lines/sorted/permanent4x4-gc2674-qc341232.tfc,2674,-,-,-,-
./temporarios/tfcs_reais/zakablukov/with-negative-control-lines/sorted/rd53d1-n7-gc11-qc96.tfc,11,8,1375,3,1
./temporarios/tfcs_reais/zakablukov/with-negative-control-lines/sorted/rd53d1-n7-gc12-qc82.tfc,12,12,1.0,1,1
./temporarios/tfcs_reais/zakablukov/with-negative-control-lines/sorted/rd53d1-n7-gc12-qc95.tfc,12,12,1.0,1,1
./temporarios/tfcs_reais/zakablukov/with-negative-control-lines/sorted/rd73d2-n9-gc296-qc43421.tfc,296,257,1.1517509727626458,5,1
./temporarios/tfcs_reais/zakablukov/with-negative-control-lines/sorted/rd73d2-n9-gc835-qc4069.tfc,835,806,1.0359801488833746,5,1
./temporarios/tfcs_reais/zakablukov/with-negative-control-lines/sorted/rd84d1-n11-gc2560-qc12397.tfc,2560,2461,1.0402275497765137,3,1
./temporarios/tfcs_reais/zakablukov/with-negative-control-lines/sorted/rd84d1-n11-gc679-qc359384.tfc,679,617,1.100486223662885,5,1
./temporarios/tfcs_reais/zakablukov/with-negative-control-lines/sorted/symmetric_6-n7-gc14-qc1308.tfc,14,1,14.0,14,14
./temporarios/tfcs_reais/zakablukov/with-negative-control-lines/sorted/symmetric_6-n7-gc15-qc825.tfc,15,1,15.0,15,15
./temporarios/tfcs_reais/zakablukov/with-negative-control-lines/sorted/symmetric_6-n7-gc41-qc206.tfc,41,29,1.4137931034482758,4,1
./temporarios/tfcs_reais/zakablukov/with-negative-control-lines/sorted/symmetric_9-n10-gc347-qc1975.tfc,347,317,1.0946372239747635,12,1
./temporarios/tfcs_reais/zakablukov/with-negative-control-lines/sorted/symmetric_9-n10-gc73-qc61928.tfc,73,1,73.0,73,73
./temporarios/tfcs_reais/zakablukov/with-negative-control-lines/sorted/symmetric_9-n10-gc74-qc31819.tfc,74,1,74.0,74,74
./temporarios/tfcs_reais/zakablukov/with-negative-control-lines/unsorted/4b15g_2-n4-gc12-qc57.tfc,12,12,1.0,1,1
./temporarios/tfcs_reais/zakablukov/with-negative-control-lines/unsorted/4b15g_4-n4-gc12-qc49.tfc,12,11,1.0909090909090908,2,1
./temporarios/tfcs_reais/zakablukov/with-negative-control-lines/unsorted/4b15g_4-n4-gc14-qc47.tfc,14,12,1.1666666666666667,2,1
./temporarios/tfcs_reais/zakablukov/with-negative-control-lines/unsorted/4b15g_5-n4-gc14-qc72.tfc,14,14,1.0,1,1
./temporarios/tfcs_reais/zakablukov/with-negative-control-lines/unsorted/ham07-n7-gc19-qc77.tfc,19,18,1.0555555555555556,2,1
./temporarios/tfcs_reais/zakablukov/with-negative-control-lines/unsorted/hwb07-n7-gc603-qc1728.tfc,603,540,1.1166666666666667,4,1
./temporarios/tfcs_reais/zakablukov/with-negative-control-lines/unsorted/hwb08-n8-gc1594-qc4852.tfc,1594,1498,1.0640854472630175,4,1
./temporarios/tfcs_reais/zakablukov/with-negative-control-lines/unsorted/hwb09-n9-gc3999-qc12278.tfc,3999,3864,1.0349378881987579,3,1
./temporarios/tfcs_reais/zakablukov/with-negative-control-lines/unsorted/hwb10-n10-gc8247-qc26084.tfc,8247,8070,1.0219330855018587,4,1
./temporarios/tfcs_reais/zakablukov/with-negative-control-lines/unsorted/hwb11-n11-gc21432-qc69138.tfc,21432,20923,1.0243272953209386,4,1
./temporarios/tfcs_reais/zakablukov/with-negative-control-lines/unsorted/hwb12-n12-gc42095-qc134316.tfc,42095,41452,1.0155119173984368,5,1
./temporarios/tfcs_reais/zakablukov/with-negative-control-lines/unsorted/mmd_3_17tc-n3-gc4-qc14.tfc,4,4,1.0,1,1
./temporarios/tfcs_reais/zakablukov/with-negative-control-lines/unsorted/mmd_3_17tc-n3-gc5-qc13.tfc,5,4,1.25,2,1
./temporarios/tfcs_reais/zakablukov/with-negative-control-lines/unsorted/nth_prime07_inc-n7-gc427-qc10970.tfc,427,406,1.0517241379310345,3,1
./temporarios/tfcs_reais/zakablukov/with-negative-control-lines/unsorted/nth_prime07_inc-n7-gc474-qc10879.tfc,474,394,1.2030456852791878,8,1
./temporarios/tfcs_reais/zakablukov/with-negative-control-lines/unsorted/nth_prime07_inc-n7-gc824-qc2269.tfc,824,790,1.0430379746835443,3,1
./temporarios/tfcs_reais/zakablukov/with-negative-control-lines/unsorted/nth_prime08_inc-n8-gc1683-qc6330.tfc,1683,1613,1.0433973961562306,3,1
./temporarios/tfcs_reais/zakablukov/with-negative-control-lines/unsorted/nth_prime08_inc-n8-gc977-qc10218.tfc,977,954,1.0241090146750524,2,1
./temporarios/tfcs_reais/zakablukov/with-negative-control-lines/unsorted/nth_prime09_inc-n9-gc3942-qc19313.tfc,3942,3827,1.0300496472432714,3,1
