Nome TFC,Entrada GC,Entrada QC,Saida GC,Saida QC,Delta GC,Delta QC,Metodo
./tfcs/zakablukov/no-negative-control-lines/sorted/symmetric_9-n10-gc461-qc2075_1.tfc,-,-,-,-,-,-,antigo-novo
./tfcs/zakablukov/no-negative-control-lines/sorted/symmetric_9-n10-gc461-qc2075_1.tfc,-,-,-,-,-,-,novo-antigo
./tfcs/zakablukov/no-negative-control-lines/sorted/symmetric_9-n10-gc605-qc62452.tfc,605,62817,72,62290,533,527,antigo
./tfcs/zakablukov/no-negative-control-lines/sorted/symmetric_9-n10-gc605-qc62452.tfc,605,62817,609,65685,-4,-2868,novo
./tfcs/zakablukov/no-negative-control-lines/sorted/symmetric_9-n10-gc605-qc62452.tfc,605,62817,146,84170,459,-21353,antigo-novo
./tfcs/zakablukov/no-negative-control-lines/sorted/symmetric_9-n10-gc605-qc62452.tfc,605,62817,72,62290,533,527,novo-antigo
./tfcs/zakablukov/no-negative-control-lines/unsorted/4b15g_2-n4-gc24-qc68.tfc,24,68,11,58,13,10,antigo
./tfcs/zakablukov/no-negative-control-lines/unsorted/4b15g_2-n4-gc24-qc68.tfc,24,68,24,76,0,-8,novo
./tfcs/zakablukov/no-negative-control-lines/unsorted/4b15g_2-n4-gc24-qc68.tfc,24,68,11,58,13,10,antigo-novo
./tfcs/zakablukov/no-negative-control-lines/unsorted/4b15g_2-n4-gc24-qc68.tfc,24,68,14,67,10,1,novo-antigo
./tfcs/zakablukov/no-negative-control-lines/unsorted/4b15g_4-n4-gc22-qc54.tfc,22,54,12,51,10,3,antigo
./tfcs/zakablukov/no-negative-control-lines/unsorted/4b15g_4-n4-gc22-qc54.tfc,22,54,19,57,3,-3,novo
./tfcs/zakablukov/no-negative-control-lines/unsorted/4b15g_4-n4-gc22-qc54.tfc,22,54,13,55,9,-1,antigo-novo
./tfcs/zakablukov/no-negative-control-lines/unsorted/4b15g_4-n4-gc22-qc54.tfc,22,54,13,54,9,0,novo-antigo
./tfcs/zakablukov/no-negative-control-lines/unsorted/4b15g_4-n4-gc22-qc54_1.tfc,22,54,12,51,10,3,antigo
./tfcs/zakablukov/no-negative-control-lines/unsorted/4b15g_4-n4-gc22-qc54_1.tfc,22,54,21,57,1,-3,novo
./tfcs/zakablukov/no-negative-control-lines/unsorted/4b15g_4-n4-gc22-qc54_1.tfc,22,54,13,55,9,-1,antigo-novo
./tfcs/zakablukov/no-negative-control-lines/unsorted/4b15g_4-n4-gc22-qc54_1.tfc,22,54,13,52,9,2,novo-antigo
./tfcs/zakablukov/no-negative-control-lines/unsorted/4b15g_5-n4-gc30-qc86.tfc,30,86,14,74,16,12,antigo
./tfcs/zakablukov/no-negative-control-lines/unsorted/4b15g_5-n4-gc30-qc86.tfc,30,86,26,90,4,-4,novo
./tfcs/zakablukov/no-negative-control-lines/unsorted/4b15g_5-n4-gc30-qc86.tfc,30,86,14,74,16,12,antigo-novo
./tfcs/zakablukov/no-negative-control-lines/unsorted/4b15g_5-n4-gc30-qc86.tfc,30,86,14,74,16,12,novo-antigo
./tfcs/zakablukov/no-negative-control-lines/unsorted/ham07-n7-gc25-qc83.tfc,-,-,-,-,-,-,antigo
./tfcs/zakablukov/no-negative-control-lines/unsorted/ham07-n7-gc25-qc83.tfc,25,85,24,86,1,-1,novo
./tfcs/zakablukov/no-negative-control-lines/unsorted/ham07-n7-gc25-qc83.tfc,-,-,-,-,-,-,antigo-novo
./tfcs/zakablukov/no-negative-control-lines/unsorted/ham07-n7-gc25-qc83.tfc,25,85,20,82,5,3,novo-antigo
./tfcs/zakablukov/no-negative-control-lines/unsorted/hwb07-n7-gc723-qc1834.tfc,-,-,-,-,-,-,antigo
./tfcs/zakablukov/no-negative-control-lines/unsorted/hwb07-n7-gc723-qc1834.tfc,723,1903,723,2119,0,-216,novo
./tfcs/zakablukov/no-negative-control-lines/unsorted/hwb07-n7-gc723-qc1834.tfc,-,-,-,-,-,-,antigo-novo
./tfcs/zakablukov/no-negative-control-lines/unsorted/hwb07-n7-gc723-qc1834.tfc,723,1903,620,1995,103,-92,novo-antigo
./tfcs/zakablukov/no-negative-control-lines/unsorted/hwb08-n8-gc1908-qc5126.tfc,-,-,-,-,-,-,antigo
./tfcs/zakablukov/no-negative-control-lines/unsorted/hwb08-n8-gc1908-qc5126.tfc,1908,5468,1896,5656,12,-188,novo
./tfcs/zakablukov/no-negative-control-lines/unsorted/hwb08-n8-gc1908-qc5126.tfc,-,-,-,-,-,-,antigo-novo
./tfcs/zakablukov/no-negative-control-lines/unsorted/hwb08-n8-gc1908-qc5126.tfc,-,-,-,-,-,-,novo-antigo
./tfcs/zakablukov/no-negative-control-lines/unsorted/hwb09-n9-gc4487-qc12692.tfc,-,-,-,-,-,-,antigo
./tfcs/zakablukov/no-negative-control-lines/unsorted/hwb09-n9-gc4487-qc12692.tfc,4487,14067,4513,14689,-26,-622,novo
./tfcs/zakablukov/no-negative-control-lines/unsorted/hwb09-n9-gc4487-qc12692.tfc,-,-,-,-,-,-,antigo-novo
./tfcs/zakablukov/no-negative-control-lines/unsorted/hwb09-n9-gc4487-qc12692.tfc,-,-,-,-,-,-,novo-antigo
./tfcs/zakablukov/no-negative-control-lines/unsorted/hwb10-n10-gc9213-qc26906.tfc,-,-,-,-,-,-,antigo
./tfcs/zakablukov/no-negative-control-lines/unsorted/hwb10-n10-gc9213-qc26906.tfc,9213,30929,9261,32149,-48,-1220,novo
./tfcs/zakablukov/no-negative-control-lines/unsorted/hwb10-n10-gc9213-qc26906.tfc,-,-,-,-,-,-,antigo-novo
