Nome TFC,Entrada GC,Entrada QC,Saida GC,Saida QC,Delta GC,Delta QC,Metodo
./tfcs/revlib/n_01-09/portas_0-1000/hwb5tc.tfc,55,315,54,322,1,-7,antigo-novo
./tfcs/revlib/n_01-09/portas_0-1000/hwb5tc.tfc,55,315,54,310,1,5,novo-antigo
./tfcs/revlib/n_01-09/portas_0-1000/hwb6-42-150.tfc,42,142,41,141,1,1,antigo
./tfcs/revlib/n_01-09/portas_0-1000/hwb6-42-150.tfc,42,142,41,141,1,1,novo
./tfcs/revlib/n_01-09/portas_0-1000/hwb6-42-150.tfc,42,142,41,173,1,-31,antigo-novo
./tfcs/revlib/n_01-09/portas_0-1000/hwb6-42-150.tfc,42,142,41,141,1,1,novo-antigo
./tfcs/revlib/n_01-09/portas_0-1000/hwb6_47_107.tfc,47,107,42,110,5,-3,antigo
./tfcs/revlib/n_01-09/portas_0-1000/hwb6_47_107.tfc,47,107,44,110,3,-3,novo
./tfcs/revlib/n_01-09/portas_0-1000/hwb6_47_107.tfc,47,107,42,110,5,-3,antigo-novo
./tfcs/revlib/n_01-09/portas_0-1000/hwb6_47_107.tfc,47,107,42,110,5,-3,novo-antigo
./tfcs/revlib/n_01-09/portas_0-1000/hwb6tc.tfc,126,1530,122,1514,4,16,antigo
./tfcs/revlib/n_01-09/portas_0-1000/hwb6tc.tfc,126,1530,127,1907,-1,-377,novo
./tfcs/revlib/n_01-09/portas_0-1000/hwb6tc.tfc,126,1530,125,1773,1,-243,antigo-novo
./tfcs/revlib/n_01-09/portas_0-1000/hwb6tc.tfc,126,1530,126,1862,0,-332,novo-antigo
./tfcs/revlib/n_01-09/portas_0-1000/hwb7-236.tfc,236,4188,229,4093,7,95,antigo
./tfcs/revlib/n_01-09/portas_0-1000/hwb7-236.tfc,236,4188,238,4898,-2,-710,novo
./tfcs/revlib/n_01-09/portas_0-1000/hwb7-236.tfc,236,4188,238,4938,-2,-750,antigo-novo
./tfcs/revlib/n_01-09/portas_0-1000/hwb7-236.tfc,236,4188,235,4795,1,-607,novo-antigo
./tfcs/revlib/n_01-09/portas_0-1000/hwb7-331-2609a.tfc,331,2839,326,2834,5,5,antigo
./tfcs/revlib/n_01-09/portas_0-1000/hwb7-331-2609a.tfc,331,2839,328,2840,3,-1,novo
./tfcs/revlib/n_01-09/portas_0-1000/hwb7-331-2609a.tfc,331,2839,329,3137,2,-298,antigo-novo
./tfcs/revlib/n_01-09/portas_0-1000/hwb7-331-2609a.tfc,331,2839,328,2840,3,-1,novo-antigo
./tfcs/revlib/n_01-09/portas_0-1000/hwb7tc.tfc,289,5641,283,5471,6,170,antigo
./tfcs/revlib/n_01-09/portas_0-1000/hwb7tc.tfc,289,5641,300,7324,-11,-1683,novo
./tfcs/revlib/n_01-09/portas_0-1000/hwb7tc.tfc,289,5641,301,7561,-12,-1920,antigo-novo
./tfcs/revlib/n_01-09/portas_0-1000/hwb7tc.tfc,289,5641,294,6926,-5,-1285,novo-antigo
./tfcs/revlib/n_01-09/portas_0-1000/hwb8-614-12745a.tfc,614,17426,604,17172,10,254,antigo
./tfcs/revlib/n_01-09/portas_0-1000/hwb8-614-12745a.tfc,614,17426,613,18677,1,-1251,novo
./tfcs/revlib/n_01-09/portas_0-1000/hwb8-614-12745a.tfc,614,17426,613,19133,1,-1707,antigo-novo
./tfcs/revlib/n_01-09/portas_0-1000/hwb8-614-12745a.tfc,614,17426,609,18549,5,-1123,novo-antigo
./tfcs/revlib/n_01-09/portas_0-1000/hwb8-637.tfc,637,19305,626,19042,11,263,antigo
./tfcs/revlib/n_01-09/portas_0-1000/hwb8-637.tfc,637,19305,639,21707,-2,-2402,novo
./tfcs/revlib/n_01-09/portas_0-1000/hwb8-637.tfc,637,19305,646,22106,-9,-2801,antigo-novo
./tfcs/revlib/n_01-09/portas_0-1000/hwb8-637.tfc,637,19305,635,21575,2,-2270,novo-antigo
./tfcs/revlib/n_01-09/portas_0-1000/hwb8-749-6197a.tfc,749,8341,724,8314,25,27,antigo
./tfcs/revlib/n_01-09/portas_0-1000/hwb8-749-6197a.tfc,749,8341,746,8996,3,-655,novo
./tfcs/revlib/n_01-09/portas_0-1000/hwb8-749-6197a.tfc,749,8341,731,9085,18,-744,antigo-novo
./tfcs/revlib/n_01-09/portas_0-1000/hwb8-749-6197a.tfc,749,8341,728,8962,21,-621,novo-antigo
./tfcs/revlib/n_01-09/portas_0-1000/hwb8_2710_6940.tfc,-,-,-,-,-,-,antigo
./tfcs/revlib/n_01-09/portas_0-1000/hwb8_2710_6940.tfc,2710,7738,2682,7916,28,-178,novo
./tfcs/revlib/n_01-09/portas_0-1000/hwb8_2710_6940.tfc,-,-,-,-,-,-,antigo-novo
./tfcs/revlib/n_01-09/portas_0-1000/hwb8_2710_6940.tfc,-,-,-,-,-,-,novo-antigo
./tfcs/revlib/n_01-09/portas_0-1000/hwb9-1541.tfc,-,-,-,-,-,-,antigo
./tfcs/revlib/n_01-09/portas_0-1000/hwb9-1541.tfc,1541,63613,1560,71508,-19,-7895,novo
./tfcs/revlib/n_01-09/portas_0-1000/hwb9-1541.tfc,-,-,-,-,-,-,antigo-novo
./tfcs/revlib/n_01-09/portas_0-1000/hwb9-1541.tfc,1541,63613,1555,71403,-14,-7790,novo-antigo
./tfcs/revlib/n_01-09/portas_0-1000/hwb9-1544.tfc,-,-,-,-,-,-,antigo
./tfcs/revlib/n_01-09/portas_0-1000/hwb9-1544.tfc,1544,63668,1563,71563,-19,-7895,novo
./tfcs/revlib/n_01-09/portas_0-1000/hwb9-1544.tfc,-,-,-,-,-,-,antigo-novo
./tfcs/revlib/n_01-09/portas_0-1000/hwb9-1544.tfc,1544,63668,1557,71453,-13,-7785,novo-antigo
./tfcs/revlib/n_01-09/portas_0-1000/hwb9-1959-20378a.tfc,1959,33599,1941,33581,18,18,antigo
./tfcs/revlib/n_01-09/portas_0-1000/hwb9-1959-20378a.tfc,1959,33599,1957,33755,2,-156,novo
./tfcs/revlib/n_01-09/portas_0-1000/hwb9-1959-20378a.tfc,1959,33599,1943,33735,16,-136,antigo-novo
./tfcs/revlib/n_01-09/portas_0-1000/hwb9-1959-20378a.tfc,1959,33599,1944,33742,15,-143,novo-antigo
./tfcs/revlib/n_01-09/portas_0-1000/mini-alu_167.tfc,6,62,6,62,0,0,antigo
./tfcs/revlib/n_01-09/portas_0-1000/mini-alu_167.tfc,6,62,6,62,0,0,novo
./tfcs/revlib/n_01-09/portas_0-1000/mini-alu_167.tfc,6,62,6,62,0,0,antigo-novo
./tfcs/revlib/n_01-09/portas_0-1000/mini-alu_167.tfc,6,62,6,62,0,0,novo-antigo
./tfcs/revlib/n_01-09/portas_0-1000/mod5adder-15.tfc,15,83,15,83,0,0,antigo
./tfcs/revlib/n_01-09/portas_0-1000/mod5adder-15.tfc,15,83,20,149,-5,-66,novo
./tfcs/revlib/n_01-09/portas_0-1000/mod5adder-15.tfc,15,83,20,150,-5,-67,antigo-novo
./tfcs/revlib/n_01-09/portas_0-1000/mod5adder-15.tfc,15,83,18,122,-3,-39,novo-antigo
./tfcs/revlib/n_01-09/portas_0-1000/mod5adder-17-69.tfc,17,69,17,69,0,0,antigo
./tfcs/revlib/n_01-09/portas_0-1000/mod5adder-17-69.tfc,17,69,17,69,0,0,novo
./tfcs/revlib/n_01-09/portas_0-1000/mod5adder-17-69.tfc,17,69,17,71,0,-2,antigo-novo
./tfcs/revlib/n_01-09/portas_0-1000/mod5adder-17-69.tfc,17,69,17,69,0,0,novo-antigo
./tfcs/revlib/n_01-09/portas_0-1000/mod5adder-17-81.tfc,17,77,17,77,0,0,antigo
./tfcs/revlib/n_01-09/portas_0-1000/mod5adder-17-81.tfc,17,77,18,86,-1,-9,novo
./tfcs/revlib/n_01-09/portas_0-1000/mod5adder-17-81.tfc,17,77,18,89,-1,-12,antigo-novo
./tfcs/revlib/n_01-09/portas_0-1000/mod5adder-17-81.tfc,17,77,18,85,-1,-8,novo-antigo
./tfcs/revlib/n_01-09/portas_0-1000/mod5adder_127.tfc,21,125,16,120,5,5,antigo
./tfcs/revlib/n_01-09/portas_0-1000/mod5adder_127.tfc,21,125,23,208,-2,-83,novo
./tfcs/revlib/n_01-09/portas_0-1000/mod5adder_127.tfc,21,125,19,200,2,-75,antigo-novo
./tfcs/revlib/n_01-09/portas_0-1000/mod5adder_127.tfc,21,125,18,183,3,-58,novo-antigo
./tfcs/revlib/n_01-09/portas_0-1000/mod5adder_128.tfc,15,83,15,83,0,0,antigo
./tfcs/revlib/n_01-09/portas_0-1000/mod5adder_128.tfc,15,83,18,155,-3,-72,novo
./tfcs/revlib/n_01-09/portas_0-1000/mod5adder_128.tfc,15,83,18,157,-3,-74,antigo-novo
./tfcs/revlib/n_01-09/portas_0-1000/mod5adder_128.tfc,15,83,18,155,-3,-72,novo-antigo
./tfcs/revlib/n_01-09/portas_0-1000/mod5adder_129.tfc,17,77,17,77,0,0,antigo
./tfcs/revlib/n_01-09/portas_0-1000/mod5adder_129.tfc,17,77,18,86,-1,-9,novo
./tfcs/revlib/n_01-09/portas_0-1000/mod5adder_129.tfc,17,77,18,90,-1,-13,antigo-novo
./tfcs/revlib/n_01-09/portas_0-1000/mod5adder_129.tfc,17,77,18,86,-1,-9,novo-antigo
./tfcs/revlib/n_01-09/portas_0-1000/mod5mils.tfc,5,13,3,13,2,0,antigo
./tfcs/revlib/n_01-09/portas_0-1000/mod5mils.tfc,5,13,3,29,2,-16,novo
